relacionada_ma,classificacao_ambientalismo,id,casa,proposicao,sigla_tipo,numero,ano,ementa,tema,autor,link
NA,Neutro,2266605,camara,PL 5461/2020,PL,5461,2020,"Altera o  Art. 48 da Lei nº 11.101, de 9 de fevereiro de 2005, que regula a recuperação judicial, a extrajudicial e a falência do empresário e da sociedade empresária.","Agricultura, Pecuária, Pesca e Extrativismo",Cleber Verde,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266605
NA,Positivo,2266686,camara,PL 5474/2020,PL,5474,2020,"Altera o art. 13 da Lei nº 9.795, de 27 de abril de 1999, para incluir os parágrafos 2º e 3º, instituindo aulas de educação para o uso sustentável de recursos hídricos e energéticos.",Meio Ambiente e Desenvolvimento Sustentável,Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266686
NA,Neutro,2266762,camara,PL 5481/2020,PL,5481,2020,"INSTITUI NO ÂMBITO NACIONAL, A “CAMPANHA DEZEMBRO VERDE”, DEDICADA A AÇÕES DE CONSCIENTIZAÇÃO CONTRA O ABANDONO DE ANIMAIS E DÁ OUTRAS PROVIDÊNCIAS.",Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266762
NA,Positivo,2266845,camara,PL 5490/2020,PL,5490,2020,"Cria o Plano Nacional de Erradicação da Contaminação por Mercúrio, e dá outras providências.",Meio Ambiente e Desenvolvimento Sustentável,Camilo Capiberibe,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266845
NA,Negativo,2266848,camara,PL 5491/2020,PL,5491,2020,"Altera a Lei nº 5.197, de 3 de janeiro de 1967 e a Lei nº 9.605, de 12 de fevereiro de 1998, para dispor sobre o controle de javalis.","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Afonso Hamm,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266848
NA,Neutro,2266883,camara,PL 5498/2020,PL,5498,2020,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para disciplinar a política na relação entre a sociedade e os animal (is).",Meio Ambiente e Desenvolvimento Sustentável,Julio Cesar Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266883
NA,Neutro,2266894,camara,PL 5499/2020,PL,5499,2020,"Altera a Lei nº 1.283, de 18 de dezembro de 1950, que dispõe sobre a inspeção industrial e sanitária dos produtos de origem animal, para proibir a utilização da palavra ""carne"" "" e de seus sinônimos para anunciar ou comercializar alimentos que não contenham, em sua composição, proporção mínima de tecidos comestíveis de espécies de açougue, nos termos do regulamento","Agricultura, Pecuária, Pesca e Extrativismo",Jerônimo Goergen,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2266894
NA,Positivo,2267034,camara,PDL 547/2020,PDL,547,2020,"Susta a Portaria Conjunta nº 1, de 2 de dezembro de 2020, da Secretaria Especial de Assuntos fundiários e do INCRA, que institui o Programa Titula Brasil e a Portaria nº 26, de 4 de dezembro, da mesmas Secretaria, que estabelece as diretrizes do mesmo Programa.","Agricultura, Pecuária, Pesca e Extrativismo",Célio Studart; Professor Israel Batista,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267034
NA,Positivo,2267038,camara,PDL 548/2020,PDL,548,2020,"Susta os efeitos da Resolução (RDC) nº 442, de 2 de Dezembro de 2020, da Diretoria Colegiada da Agência Nacional de Vigilância Sanitária (ANVISA) que “Dispõe sobre a manutenção do ingrediente ativo Abamectina em produtos agrotóxicos no País, determina medidas de mitigação de riscos à saúde e alterações no registro decorrentes da sua reavaliação toxicológica","Agricultura, Pecuária, Pesca e Extrativismo",Alessandro Molon,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267038
NA,Neutro,2267065,camara,PL 5516/2020,PL,5516,2020,Dispõe sobre a identificação de produtos alimentícios artesanais de origem vegetal e dá outras providências.,"Agricultura, Pecuária, Pesca e Extrativismo",Dra. Soraya Manato,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267065
NA,Positivo,2267073,camara,PL 5518/2020,PL,5518,2020,"Altera a Lei n.º 11.284, de 2 de março de 2006, para conferir maior celeridade ao processo licitatório, flexibilidade aos contratos e atratividade ao modelo de negócio das concessões florestais.","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Aline Gurgel; Átila Lins; Bosco Saraiva; Enrico Misasi; Joaquim Passarinho; Rodrigo Agostinho; Sidney Leite; Zé Silva; Zé Vitor,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267073
NA,Neutro,2267105,camara,PL 5528/2020,PL,5528,2020,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar, de forma mais gravosa, os crimes de furto e de receptação de semovente domesticável de produção, ainda que abatido ou dividido em partes.",Meio Ambiente e Desenvolvimento Sustentável,Beto Pereira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267105
NA,Positivo,2267258,camara,PDL 554/2020,PDL,554,2020,"Susta os efeitos do Decreto nº 10.524/20, sobre o Plano Regional de Desenvolvimento Sustentável do Xingu (PDRSX).",Meio Ambiente e Desenvolvimento Sustentável,Airton Faleiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267258
NA,Neutro,2267318,camara,PLP 279/2020,PLP,279,2020,"Altera a Lei Complementar nº 87, de 13 de setembro de 1.996, a Lei nº10.865, de 30 de abril de 2004 e a lei nº 7.798, de 10 de julho de 1989, para zerar as alíquotas incidentes sobre os produtos alimentares que compõem a Cesta Básica Nacional, relativamente ao Imposto Sobre Circulação de Mercadorias e Serviços – ICMS, à Contribuição para os Programas de Integração Social e de Formação do Patrimônio do Servidor Público - PIS/PASEP, à Contribuição para Financiamento da Seguridade Social – COFINS, ao Imposto sobre Produtos Industrializados-IPI.","Agricultura, Pecuária, Pesca e Extrativismo",Aureo Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267318
NA,Negativo,2267350,camara,PL 5544/2020,PL,5544,2020,Dispõe sobre a autorização para caça esportiva de animais no território nacional,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Nilson F. Stainsack,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267350
NA,Positivo,2267445,camara,PL 5560/2020,PL,5560,2020,Dispõe sobre territórios livres de agrotóxicos e dá outras providências.,"Agricultura, Pecuária, Pesca e Extrativismo",Bohn Gass,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267445
NA,Positivo,2267546,camara,PL 5570/2020,PL,5570,2020,"Estabelece, no âmbito da Política Nacional de Resíduos Sólidos, a obrigatoriedade de recolhimento e destinação ambientalmente adequada de vasilhames e embalagens de alumínio e vidro.",Meio Ambiente e Desenvolvimento Sustentável,Rubens Otoni,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2267546
NA,Neutro,2190990,camara,PL 368/2019,PL,368,2019,"Dispõe acerca da constituição de imóvel rural ou fração deste como patrimônio de afetação, institui a cédula imobiliária rural, e dá outras providências.",Estrutura Fundiária,Alceu Moreira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2190990
NA,Neutro,2191138,camara,PL 454/2019,PL,454,2019,"Altera a Lei no 9.393, de 1996, e dá outras providências.",Estrutura Fundiária,Valmir Assunção,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2191138
NA,Neutro,2192187,camara,PL 807/2019,PL,807,2019,Extingue as taxas incidentes sobre os terrenos de marinha e seus acrescidos.,Estrutura Fundiária,Amaro Neto; Rodrigo Coelho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2192187
NA,Neutro,2192347,camara,PL 879/2019,PL,879,2019,"Altera o Decreto-Lei 3.365, de 21 de junho de 1941, para dispor sobre a correção monetária e a aplicação dos juros nas desapropriações por utilidade pública.",Estrutura Fundiária,Vicentinho Júnior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2192347
NA,Neutro,2193987,camara,PL 1497/2019,PL,1497,2019,Dispõe sobre Fundo para Expansão da Educação Infantil (FEEI) e dá outras providências.,Estrutura Fundiária,Idilvan Alencar,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2193987
NA,Negativo,2194820,camara,PDL 71/2019,PDL,71,2019,"Susta os efeitos do Decreto do Presidente da República, de 19 de abril de 2007, sem número, que homologa a demarcação administrativa da Terra Indígena Apyterewa, localizada no Município de São Félix do Xingu, no Estado do Pará.",Estrutura Fundiária,Paulo Bengtson,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2194820
NA,Positivo,2195043,camara,PL 1685/2019,PL,1685,2019,"Dispõe sobre a obrigatoriedade da definição de metas anuais para o programa de reforma agrária, altera o §3º, do Art. 5º, da Lei nº 8.629, de 25 de fevereiro de 1993, e dá outras providências.",Estrutura Fundiária,Carlos Veras; João Daniel; Marcon; Nilto Tatto; Valmir Assunção,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2195043
NA,Neutro,2195635,camara,PL 1792/2019,PL,1792,2019,"Altera o § 2º do art. 2º da Lei nº 13.178, de 22 de outubro de 2015, para ampliar o prazo para ratificação dos registros imobiliários referentes aos imóveis rurais com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelos Estados em faixa de fronteira.  NOVA EMENTA: Altera a Lei nº 13.178, de 22 de outubro de 2015, para ampliar o prazo para ratificação dos registros imobiliários referentes aos imóveis rurais com origem em títulos de alienação ou de concessão de terras devolutas expedidos pelos Estados em faixa de fronteira; e dá outras providências.",Estrutura Fundiária,Dr. Leonardo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2195635
NA,Neutro,2203904,camara,PL 2952/2019,PL,2952,2019,Dispõe sobre a concessão de pensão especial aos produtores e trabalhadores rurais trazidos pelo INCRA para os projetos de colonização implantados pelo Governo Federal ao longo dos trechos das BR-163 (Cuiabá/Santarém) e BR 230 (Transamazônica) no período de 1971 a 1974.,Estrutura Fundiária,Airton Faleiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203904
NA,Negativo,2205527,camara,PDL 344/2019,PDL,344,2019,"Susta parcialmente o Decreto nº 275, de 27 de outubro de 1991, para excluir o assentamento Nova Floresta da área demarcada como reserva indígena Uru-eu-wau-wau, localizada no Estado de Rondônia.",Estrutura Fundiária,Mauro Nazif,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205527
NA,Neutro,2208200,camara,MPV 884/2019,MPV,884,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa e dá outras providências.","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2208200
NA,Negativo,2213405,camara,PL 4226/2019,PL,4226,2019,"Dispõe sobre a legitimação dos imóveis urbanos que não possuem escritura pública e dá providencias, em âmbito nacional.",Estrutura Fundiária,Boca Aberta,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2213405
NA,Negativo,2214203,camara,PL 4348/2019,PL,4348,2019,"Altera a Lei n. 11.952, de 25 de junho de 2009, no seu Art. 40-A.  NOVA EMENTA: Altera o art. 40-A da Lei nº 11.952, de 25 de junho de 2009.",Estrutura Fundiária,Silas Câmara,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2214203
NA,Positivo,2218749,camara,PL 4882/2019,PL,4882,2019,"Altera a Lei nº 11.343, de 23 de agosto de 2006, para possibilitar a destinação de imóveis rurais para Reforma Agrária, quando decretado seu perdimento por terem sido adquiridos com proveito do comércio de entorpecentes, ou utilizados de outra maneira para facilitar o cometimento de crime.",Estrutura Fundiária,Beto Pereira,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2218749
NA,Neutro,2222727,camara,PL 5308/2019,PL,5308,2019,"Acresce o § 2º ao art. 33 da Lei nº 13.465, de 11 de julho de 2017.",Estrutura Fundiária,Domingos Sávio,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2222727
NA,Neutro,2222884,camara,MPV 897/2019,MPV,897,2019,"Institui o Fundo de Aval Fraterno, dispõe sobre o patrimônio de afetação de propriedades rurais, a Cédula Imobiliária Rural, a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas, e dá outras providências.  NOVA EMENTA:Institui o Fundo Garantidor Solidário (FGS); dispõe sobre o patrimônio rural em afetação, a Cédula Imobiliária Rural (CIR), a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas; altera as Leis nºs 8.427, de 27 de maio de 1992, 8.929, de 22 de agosto de 1994, 11.076, de 30 de dezembro de 2004, 10.931, de 2 de agosto de 2004, 12.865, de 9 de outubro de 2013, 5.709, de 7 de outubro de 1971, 6.634, de 2 de maio de 1979, 6.015, de 31 de dezembro de 1973, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 10.169, de 29 de dezembro de 2000, 11.116, de 18 de maio de 2005, 12.810, de 15 de maio de 2013, 13.340, de 28 de setembro de 2016, 13.576, de 26 de dezembro de 2017, e o Decreto-Lei nº 167, de 14 de fevereiro de 1967; revoga dispositivos das Leis nºs 4.728, de 14 de julho de 1965, e 13.476, de 28 de agosto de 2017, e dos Decretos-Leis nºs 13, de 18 de julho de 1966; 14, de 29 de julho de 1966; e 73, de 21 de novembro de 1966; e dá outras providências.","Agricultura, Pecuária, Pesca e Extrativismo",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2222884
NA,Devolvido ao autor,2223732,camara,PL 5364/2019,PL,5364,2019,Regularização Fundiária,Estrutura Fundiária,Paulo Ramos,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2223732
NA,Negativo,2225213,camara,PL 5505/2019,PL,5505,2019,"Acrescenta os §§ 7º e 8º ao art. 65, da Lei nº 4.504, de 30 de novembro de 1964.",Estrutura Fundiária,Charles Fernandes,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2225213
NA,Negativo,2225928,camara,MPV 900/2019,MPV,900,2019,"Autoriza a União, por intermédio do Ministério do Meio Ambiente, a contratar instituição financeira para criar e gerir fundo privado constituído por recursos decorrentes da conversão de multa de que trata o art. 72, § 4º, da Lei nº 9.605, de 12 de fevereiro de 1998, e dá outras providências.",Meio Ambiente e Desenvolvimento Sustentável,Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2225928
NA,Negativo,2225989,camara,MPV 901/2019,MPV,901,2019,"Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União.",Estrutura Fundiária,Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2225989
NA,Neutro,2229043,camara,MPV 903/2019,MPV,903,2019,"Autoriza a prorrogação de contratos por tempo determinado do Ministério da Agricultura, Pecuária e Abastecimento.","Agricultura, Pecuária, Pesca e Extrativismo",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2229043
NA,Positivo,2231391,camara,MPV 908/2019,MPV,908,2019,"Institui o Auxílio Emergencial Pecuniário para os pescadores profissionais artesanais inscritos e ativos no Registro Geral da Atividade Pesqueira, domiciliados nos Municípios afetados pelas manchas de óleo.","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2231391
NA,Positivo,2231918,camara,PL 6286/2019,PL,6286,2019,"Altera a Lei nº 4.947, de 6 de abril de 1966, o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, o Código Penal, e a Lei nº 6.739, de 5 de dezembro de 1979, para dispor sobre o crime de invasão de terras públicas a partir de fraude e falsificação de títulos de propriedade.",Estrutura Fundiária,Alessandro Molon; Bira do Pindaré; Camilo Capiberibe; Frei Anastacio Ribeiro; Gervásio Maia; João H. Campos; Joenia Wapichana; Lídice da Mata; Nilto Tatto; Rodrigo Agostinho; Tadeu Alencar; Vilson da Fetaemg,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2231918
NA,Neutro,2233209,camara,PL 6360/2019,PL,6360,2019,"Altera a Lei nº 9.393, de 1996, para isentar do Imposto sobre a Propriedade Territorial Rural - ITR imóveis rurais no caso de condomínios e de parceria, meação ou comodato; altera a Lei nº 11.250, de 2005, para permitir que conselhos municipais de desenvolvimento rural, conselhos regionais e federal de contabilidade e entidades de representação dos contribuintes do ITR proponham a denúncia de convênios celebrados para delegar as atribuições de fiscalização e de cobrança do ITR; e amplia para 84 meses o prazo de parcelamentos de débitos do ITR.",Estrutura Fundiária,Lucio Mosquini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2233209
NA,Negativo,2233488,camara,MPV 910/2019,MPV,910,2019,"Altera a Lei nº 11.952, de 25 de junho de 2009, que dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, a Lei nº 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da administração pública, e a Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos.",Estrutura Fundiária,Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2233488
NA,perdeu a eficácia,2233489,camara,MPV 911/2019,MPV,911,2019,"Abre crédito extraordinário, em favor do Ministério da Cidadania, no valor de R$ 131.702.068,00, para o fim que especifica.","Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2233489
NA,Devolvido ao autor.,2233848,camara,PL 6425/2019,PL,6425,2019,"Institui o ""Dia do Direito Agrário"".",Estrutura Fundiária,Jerônimo Goergen,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2233848
NA,Neutro,2236185,camara,MPV 913/2019,MPV,913,2019,"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.","Agricultura, Pecuária, Pesca e Extrativismo",Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2236185
NA,Neutro,2236262,camara,MPV 920/2020,MPV,920,2020,"Abre crédito extraordinário, em favor do Ministério do Desenvolvimento Regional, no valor de R$ 892.000.000,00, para os fins que especifica.",Meio Ambiente e Desenvolvimento Sustentável,Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2236262
NA,Neutro,2236499,camara,PL 102/2020,PL,102,2020,"Altera a Lei nº 11.952, de 25 de junho de 2009, e dá outras providências.",Estrutura Fundiária,Lucio Mosquini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2236499
NA,Neutro,2236837,camara,PL 209/2020,PL,209,2020,"Altera a Lei nº 6.015, de 31 de dezembro de 1973 (Lei de Registros Públicos), para simplificar o habite-se na averbação de construção residencial urbana finalizada há mais de 5 (cinco) anos em área em processo de regularização.",Estrutura Fundiária,Diego Andrade,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2236837
NA,Negativo,2242488,camara,PL 1304/2020,PL,1304,2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.  NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira",Estrutura Fundiária,Aline Gurgel; Hiran Gonçalves; Jhonatan de Jesus; Ottaci Nascimento; Shéridan,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488
NA,Neutro,2244924,camara,PL 1684/2020,PL,1684,2020,Proíbe o cumprimento de mandados de reintegração de posse durante o período de calamidade pública decretado em razão da COVID-19,Estrutura Fundiária,Alencar Santana Braga; Carlos Veras; Célio Moura; Frei Anastacio Ribeiro; João Daniel; Jorge Solla; José Guimarães; José Ricardo; Maria do Rosário; Patrus Ananias; Paulo Teixeira; Professora Rosa Neide; Rogério Correia; Valmir Assunção,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2244924
NA,Positivo,2250646,camara,PDL 166/2020,PDL,166,2020,"Susta os efeitos da Instrução Normativa n° 9, de 16 de abril de 2020, da Fundação Nacional do Índio - FUNAI",Estrutura Fundiária,Alessandro Molon,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2250646
NA,Positivo,2250701,camara,PDL 170/2020,PDL,170,2020,"Susta a Instrução Normativa nº 9/2020, de 22 de abril de 2020, da Fundação Nacional do Índio – FUNAI, que disciplina o requerimento, análise e emissão da Declaração de Reconhecimento de Limites em relação a imóveis privados.",Estrutura Fundiária,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2250701
NA,Positivo,2250702,camara,PDL 171/2020,PDL,171,2020,"Susta, nos termos do art. 49, V, da Constituição Federal, a Instrução Normativa nº 09/PRES/FUNAI de 22 de abril de 2020, que disciplina o requerimento, análise e emissão da Declaração de Reconhecimento de Limites em relação a imóveis privados.",Estrutura Fundiária,José Ricardo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2250702
NA,Positivo,2250793,camara,PDL 174/2020,PDL,174,2020,"Susta a Instrução Normativa nº 9/2020, de 22 de abril de 2020, da Fundação Nacional do Índio – FUNAI, que disciplina o requerimento, análise e emissão da Declaração de Reconhecimento de Limites em relação a imóveis privados.",Estrutura Fundiária,Joenia Wapichana,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2250793
NA,Negativo,2251029,camara,PL 2320/2020,PL,2320,2020,"Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira e dá outras providências.",Estrutura Fundiária,Mauro Nazif,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2251029
NA,Negativo,2251064,camara,PL 2322/2020,PL,2322,2020,Dispõe sobre a transferência ao Estado de Rondônia das terras pertencentes à União dá outras providências.,Estrutura Fundiária,Mauro Nazif,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2251064
NA,Negativo,2251411,camara,PL 2363/2020,PL,2363,2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001; e dá outras providências, para promover a regularização fundiária nos estados de Rondônia e do Tocantins.",Estrutura Fundiária,Carlos Henrique Gaguim; Léo Moraes,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2251411
NA,Negativo,2251450,camara,PDL 189/2020,PDL,189,2020,"Susta a Instrução Normativa nº 9/2020, de 22 de abril de 2020, da Fundação Nacional do Índio - FUNAI, que ""Disciplina o requerimento, análise e emissão da Declaração de Reconhecimento de Limites em relação a imóveis privados"".",Estrutura Fundiária,Áurea Carolina; David Miranda; Edmilson Rodrigues; Fernanda Melchionna; Glauber Braga; Ivan Valente; Luiza Erundina; Marcelo Freixo; Sâmia Bomfim; Talíria Petrone,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2251450
NA,Negativo,2252589,camara,PL 2633/2020,PL,2633,2020,"Altera a Lei n° 11.952, de 25 de junho de 2009, que dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União; a Lei n° 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da administração pública; a Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos; a fim de ampliar o alcance da regularização fundiária e dar outras providências.",Estrutura Fundiária,Zé Silva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2252589
NA,Neutro,2252692,camara,PL 2660/2020,PL,2660,2020,"Altera o artigo 31 da ""Lei nº 9.636, de 15 de maio de 1998, que dispõe sobre a regularização, administração, aforamento e alienação de bens imóveis de domínio da União, altera dispositivos dos Decretos-Leis n os 9.760, de 5 de setembro de 1946, e 2.398, de 21 de dezembro de 1987, regulamenta o § 2 o do art. 49 do Ato das Disposições Constitucionais Transitórias, e dá outras providências;” e acrescenta o artigo 86-A na “ Lei nº 13.465, de 11 de julho de 2017 , que dispõe sobre a regularização fundiária rural e urbana, sobre a liquidação de créditos concedidos aos assentados da reforma agrária e sobre a regularização fundiária no âmbito da Amazônia Legal; institui mecanismos para aprimorar a eficiência dos procedimentos de alienação de imóveis da União; altera as Leis n os 8.629, de 25 de fevereiro de 1993 , 13.001, de 20 de junho de 2014 , 11.952, de 25 de junho de 2009, 13.340, de 28 de setembro de 2016, 8.666, de 21 de junho de 1993, 6.015, de 31 de dezembro de 1973, 12.512, de 14 de outubro de 2011 , 10.406, de 10 de janeiro de 2002 (Código Civil), 13.105, de 16 de março de 2015 (Código de Processo Civil), 11.977, de 7 de julho de 2009, 9.514, de 20 de novembro de 1997, 11.124, de 16 de junho de 2005, 6.766, de 19 de dezembro de 1979, 10.257, de 10 de julho de 2001, 12.651, de 25 de maio de 2012, 13.240, de 30 de dezembro de 2015, 9.636, de 15 de maio de 1998, 8.036, de 11 de maio de 1990,
13.139, de 26 de junho de 2015, 11.483, de 31 de maio
de 2007, e a 12.712, de 30 de agosto de 2012, a
Medida Provisória nº 2.220, de 4 de setembro de 2001,
e os Decretos-Leis n º 2.398, de 21 de dezembro de
1987, 1.876, de 15 de julho de 1981, 9.760, de 5 de
setembro de 1946, e 3.365, de 21 de junho de 1941; 
revoga dispositivos da Lei Complementar nº 76, de 6 de
julho de 1993, e da Lei nº 13.347, de 10 de outubro de 
2016; e dá outras providências"".",Estrutura Fundiária,Nicoletti,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2252692
NA,Positivo,2254012,camara,PDL 247/2020,PDL,247,2020,"Susta os efeitos da Instrução Normativa nº 9, de 16 de abril de 2020 do Presidente da Fundação Nacional do Índio.",Estrutura Fundiária,Célio Moura; João Daniel; Marcon; Nilto Tatto; Patrus Ananias; Professora Rosa Neide; Valmir Assunção,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2254012
NA,Negativo,2257022,camara,PL 3700/2020,PL,3700,2020,"Altera a Lei 6.001, de 19 de dezembro de 1973.",Estrutura Fundiária,Nelson Barbudo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2257022
NA,Neutro,2258964,camara,MPV 993/2020,MPV,993,2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,Estrutura Fundiária,Poder Executivo,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964
NA,Neutro,2259293,camara,PL 4059/2020,PL,4059,2020,"Altera a Lei nº 6.015, de 31 de dezembro de 1973, e a Lei nº 8.629, de 25 de fevereiro de 1993, objetivando estabelecer a isenção de emolumentos cartoriais para os atos relativos ao registro de títulos translativos de domínio de imóveis rurais obtidos por beneficiários dos programas de reforma agrária.",Estrutura Fundiária,Josimar Maranhãozinho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2259293
