orientacao_ma,is_nominal,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,autor,tema,uri_tramitacao,id_proposicao,id_votacao,casa
LIBERADO,1,MPV 897/2019,"Institui o Fundo de Aval Fraterno, dispõe sobre o patrimônio de afetação de propriedades rurais, a Cédula Imobiliária Rural, a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas, e dá outras providências.

NOVA EMENTA:Institui o Fundo Garantidor Solidário (FGS); dispõe sobre o patrimônio rural em afetação, a Cédula Imobiliária Rural (CIR), a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas; altera as Leis nºs 8.427, de 27 de maio de 1992, 8.929, de 22 de agosto de 1994, 11.076, de 30 de dezembro de 2004, 10.931, de 2 de agosto de 2004, 12.865, de 9 de outubro de 2013, 5.709, de 7 de outubro de 1971, 6.634, de 2 de maio de 1979, 6.015, de 31 de dezembro de 1973, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 10.169, de 29 de dezembro de 2000, 11.116, de 18 de maio de 2005, 12.810, de 15 de maio de 2013, 13.340, de 28 de setembro de 2016, 13.576, de 26 de dezembro de 2017, e o Decreto-Lei nº 167, de 14 de fevereiro de 1967; revoga dispositivos das Leis nºs 4.728, de 14 de julho de 1965, e 13.476, de 28 de agosto de 2017, e dos Decretos-Leis nºs 13, de 18 de julho de 1966; 14, de 29 de julho de 1966; e 73, de 21 de novembro de 1966; e dá outras providências.",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e de sua adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim 293; não 2; total 295.",NA,"Poder Executivo, Poder Executivo","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2222884,2222884,2222884-47,camara
LIBERADO,1,MPV 897/2019,"Institui o Fundo de Aval Fraterno, dispõe sobre o patrimônio de afetação de propriedades rurais, a Cédula Imobiliária Rural, a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas, e dá outras providências.

NOVA EMENTA:Institui o Fundo Garantidor Solidário (FGS); dispõe sobre o patrimônio rural em afetação, a Cédula Imobiliária Rural (CIR), a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas; altera as Leis nºs 8.427, de 27 de maio de 1992, 8.929, de 22 de agosto de 1994, 11.076, de 30 de dezembro de 2004, 10.931, de 2 de agosto de 2004, 12.865, de 9 de outubro de 2013, 5.709, de 7 de outubro de 1971, 6.634, de 2 de maio de 1979, 6.015, de 31 de dezembro de 1973, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 10.169, de 29 de dezembro de 2000, 11.116, de 18 de maio de 2005, 12.810, de 15 de maio de 2013, 13.340, de 28 de setembro de 2016, 13.576, de 26 de dezembro de 2017, e o Decreto-Lei nº 167, de 14 de fevereiro de 1967; revoga dispositivos das Leis nºs 4.728, de 14 de julho de 1965, e 13.476, de 28 de agosto de 2017, e dos Decretos-Leis nºs 13, de 18 de julho de 1966; 14, de 29 de julho de 1966; e 73, de 21 de novembro de 1966; e dá outras providências.",NA,Rejeitado o Requerimento. Sim 3; não 320; abstenção 2; total 325.,NA,"Poder Executivo, Poder Executivo","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2222884,2222884,2222884-43,camara
LIBERADO,1,MPV 897/2019,"Institui o Fundo de Aval Fraterno, dispõe sobre o patrimônio de afetação de propriedades rurais, a Cédula Imobiliária Rural, a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas, e dá outras providências.

NOVA EMENTA:Institui o Fundo Garantidor Solidário (FGS); dispõe sobre o patrimônio rural em afetação, a Cédula Imobiliária Rural (CIR), a escrituração de títulos de crédito e a concessão de subvenção econômica para empresas cerealistas; altera as Leis nºs 8.427, de 27 de maio de 1992, 8.929, de 22 de agosto de 1994, 11.076, de 30 de dezembro de 2004, 10.931, de 2 de agosto de 2004, 12.865, de 9 de outubro de 2013, 5.709, de 7 de outubro de 1971, 6.634, de 2 de maio de 1979, 6.015, de 31 de dezembro de 1973, 7.827, de 27 de setembro de 1989, 8.212, de 24 de julho de 1991, 10.169, de 29 de dezembro de 2000, 11.116, de 18 de maio de 2005, 12.810, de 15 de maio de 2013, 13.340, de 28 de setembro de 2016, 13.576, de 26 de dezembro de 2017, e o Decreto-Lei nº 167, de 14 de fevereiro de 1967; revoga dispositivos das Leis nºs 4.728, de 14 de julho de 1965, e 13.476, de 28 de agosto de 2017, e dos Decretos-Leis nºs 13, de 18 de julho de 1966; 14, de 29 de julho de 1966; e 73, de 21 de novembro de 1966; e dá outras providências.",NA,Rejeitado o Requerimento. Sim  5; não 255; total  260.,NA,"Poder Executivo, Poder Executivo","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2222884,2222884,2222884-39,camara
NA,1,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 1: PT: Emenda de Plenário nº 5 (art. 161, II). subst art. 2º inciso VII L 10304",Rejeitada a Emenda nº 5. Sim: 131; não: 337; abstenção: 1; total: 469.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-56,camara
NA,1,PL 1304/2020,"Altera a Lei n° 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União e a Lei n° 6.634, de 2 de maio de 1979. que dispõe sobre a Faixa de Fronteira , altera o Decreto-lei n° 1.135, de 3 de dezembro de 1970, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.304, de 5 de novembro de 2001, que transfere ao domínio dos Estados de Roraima e do Amapá terras pertencentes à União, e a Lei nº 6.634, de 2 de maio de 1979, que dispõe sobre a Faixa de Fronteira","Votação do DTQ 3: PT: destaque do art. 1º do Substitutivo apresentado ao PL 1304/2020, com vista à sua supressão.. (art. 161, I)",Mantido o texto. Sim: 235; não: 232; total: 467.,NA,"Jhonatan de Jesus - REPUBLIC/RR, Ottaci Nascimento - SOLIDARI/RR, Hiran Gonçalves - PP/RR, Shéridan - PSDB/RR, Aline Gurgel - REPUBLIC/AP",Estrutura Fundiária,https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242488,2242488,2242488-47,camara
NA,1,MPV 910/2019,"Altera a Lei nº 11.952, de 25 de junho de 2009, que dispõe sobre a regularização fundiária das ocupações incidentes em terras situadas em áreas da União, a Lei nº 8.666, de 21 de junho de 1993, que institui normas para licitações e contratos da administração pública, e a Lei nº 6.015, de 31 de dezembro de 1973, que dispõe sobre os registros públicos.",NA,Rejeitado o Requerimento. Sim: 163; não: 341; total: 504.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2233488,2233488,2233488-33,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,"Votação do DTQ 1: PT: Emenda de Comissão n. 2. (art. 161, II)",Rejeitada a Emenda de Comissão nº 2. Sim: 126; não: 310; total: 436.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-78,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 378; não: 3: total: 381.",NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-60,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,NA,Rejeitado o Requerimento. Sim: 4; não: 300; total: 304.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-56,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,NA,Rejeitado o Requerimento. Sim: 5; não: 303; total: 308.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-53,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,NA,Rejeitado o Requerimento. Sim: 3; não: 322; total: 325.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-50,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,NA,Rejeitado o Requerimento. Sim: 3; não: 327; total: 330.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-42,camara
NA,1,MPV 993/2020,Autoriza a prorrogação de contratos por tempo determinado no âmbito do Instituto Nacional de Colonização e Reforma Agrária - INCRA.,NA,Rejeitado o Requerimento. Sim: 5; não: 315; abstenção: 1; total: 321.,NA,"Poder Executivo, Poder Executivo","Administração Pública, Estrutura Fundiária, Trabalho e Emprego",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258964,2258964,2258964-34,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 4: PSB: Emenda de Comissão 150. (art. 161, II)",Rejeitada a Emenda de Comissão nº 150. Sim: 118; não: 285; abstenção: 1; total: 404.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-149,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 11: Bloco PL (PP): Destaque para votação em separado do inciso V do art. 18 da Lei nº 6766/1979, alterado pelo art. 24 do substitutivo do relator, com vistas a sua supressão. (art. 161, I)",Mantido o texto. Sim: 229; não: 99; total: 328.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-146,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 6: PT: Destaque, com vistas à rejeição, do parágrafo único do art. 14 da Lei 11.124/2005, com redação dada pelo art. 20 do PLV oferecido à MPV 996/2020. (art. 161, I)",Mantido o texto. Sim: 280; não: 108; abstenção: 1; total: 389.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-134,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 2: CIDADANIA: Emenda de Comissão nº 50. (art. 161, II)",Rejeitada a Emenda de Comissão nº 50. Sim: 96; não: 222; total: 318.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-130,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 5: PT: Destaque, com vistas à rejeição, do art. 7º do PLV oferecido à MPV 996/2020. (art. 161, I)",Mantido o texto. Sim: 291; não: 111; total: 402.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-122,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 8: PDT: Emenda de Comissão nº 137. (art. 161, II)",Rejeitada a Emenda de Comissão nº 137. Sim: 115; não: 242; abstenção: 1; total: 358.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-117,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 7: PT: Emenda de Comissão n. 408. (art. 161, II)",Rejeitada a Emenda de Comissão nº 408. Sim: 87; não: 220; abstenção: 1; total: 308.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-110,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 1: PCdoB: Destaque da expressão ""e das subvenções econômicas de que trata o art. 1º"" contida no inciso I do art. 4º do PLV apresentado à MPV 996/2020. (com vistas à sua supressão) (art. 161, I)",Mantido o texto. Sim: 224; não: 93; total: 317.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-103,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 3: PSB: Emenda de Comissão 27. (art. 161, II)",Rejeitada a Emenda de Comissão nº 27. Sim: 110; não: 242; abstenção: 1; total: 353.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-98,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação, quanto ao mérito, em turno único.","Aprovada a Subemenda Substitutiva oferecida ao Projeto de Lei de Conversão, ressalvados os destaques. Sim: 367; não: 7; abstenção: 1; total: 375.",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-89,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação, em globo, da admissibilidade dos destaques simples.","Rejeitada a admissibilidade dos destaques simples. Em consequência, ficam prejudicados os referidos destaques. Sim: 9; não: 266; total: 275.",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-85,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do Requerimento da Bancada do PCdoB, que solicita a votação em globo da admissibilidade dos destaques simples.",Aprovado o Requerimento. Sim: 291; não: 1; total: 292.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-83,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 292; não: 4; abstenção: 2; total: 298.",NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-74,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 2; não: 269; total: 271.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-69,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 1: não: 290; total: 291.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-64,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 3; não: 269; abstenção: 1; total: 273.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-62,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 3; não: 328; total: 331.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-60,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 2; não: 255; abstenção: 1; total: 258.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-43,camara
NA,1,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 4; não: 308; total: 312.,NA,"Poder Executivo, Poder Executivo","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-38,camara
