Ambientalismo orienta SIM/NÃO/LIBERADO,nome_proposicao,ementa_proposicao,obj_votacao,resumo,data,data_apresentacao_proposicao,autor,indexacao_proposicao,tema,uri_tramitacao,id_proposicao,id_votacao,descricao_efeitos,is_nominal
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 7: PT: Emenda de Comissão n. 408. (art. 161, II)",Rejeitada a Emenda de Comissão nº 408. Sim: 87; não: 220; abstenção: 1; total: 308.,2020-12-03T17:58:44,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-110,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 1: PCdoB: Destaque da expressão ""e das subvenções econômicas de que trata o art. 1º"" contida no inciso I do art. 4º do PLV apresentado à MPV 996/2020. (com vistas à sua supressão) (art. 161, I)",Mantido o texto. Sim: 224; não: 93; total: 317.,2020-12-03T17:35:50,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-103,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do DTQ 3: PSB: Emenda de Comissão 27. (art. 161, II)",Rejeitada a Emenda de Comissão nº 27. Sim: 110; não: 242; abstenção: 1; total: 353.,2020-12-03T17:14:17,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-98,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação, quanto ao mérito, em turno único.","Aprovada a Subemenda Substitutiva oferecida ao Projeto de Lei de Conversão, ressalvados os destaques. Sim: 367; não: 7; abstenção: 1; total: 375.",2020-12-03T16:52:52,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-89,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação, em globo, da admissibilidade dos destaques simples.","Rejeitada a admissibilidade dos destaques simples. Em consequência, ficam prejudicados os referidos destaques. Sim: 9; não: 266; total: 275.",2020-12-03T16:03:59,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-85,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017","Votação do Requerimento da Bancada do PCdoB, que solicita a votação em globo da admissibilidade dos destaques simples.",Aprovado o Requerimento. Sim: 291; não: 1; total: 292.,2020-12-03T15:46:02,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-83,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",Votação preliminar em turno único.,"Aprovado, em apreciação preliminar, o Parecer da Comissão Mista, na parte em que manifesta opinião favorável quanto ao atendimento dos pressupostos constitucionais de relevância e urgência e à adequação financeira e orçamentária, nos termos do artigo 8º da Resolução nº 01, de 2002-CN. Sim: 292; não: 4; abstenção: 2; total: 298.",2020-12-03T15:22:45,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-74,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 2; não: 269; total: 271.,2020-12-03T15:00:13,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-69,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 1: não: 290; total: 291.,2020-12-03T14:40:05,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-64,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 3; não: 269; abstenção: 1; total: 273.,2020-12-03T14:24:59,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-62,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 3; não: 328; total: 331.,2020-12-03T13:49:51,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-60,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 2; não: 255; abstenção: 1; total: 258.,2020-12-03T12:14:14,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-43,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 4; não: 308; total: 312.,2020-12-03T11:45:52,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-38,NA,1
Fora do tema,MPV 996/2020,"Institui o Programa Casa Verde e Amarela

NOVA EMENTA: Institui o Programa Casa Verde e Amarela; altera as Leis nºs 8.036, de 11 de maio de 1990, 8.100, de 5 de dezembro de 1990, 8.677, de 13 de julho de 1993, 11.124, de 16 de junho de 2005, 11.977, de 7 de julho de 2009, 12.024, de 27 de agosto de 2009, 13.465, de 11 de julho de 2017, e 6.766, de 19 de dezembro de 1979; e revoga a Lei nº 13.439, de 27 de abril de 2017",NA,Rejeitado o Requerimento. Sim: 6; não: 280; total: 286.,2020-12-03T10:55:44,26/08/2020," Poder Executivo, Poder Executivo","Criação, Programa Casa Verde e Amarela, programa habitacional, aquisição, casa própria, família, área urbana, área rural. _Financiamento, regularização fundiária, reforma, imóvel. _Formalização, contrato, Programa Casa Verde e Amarela, registro, mulher, chefe de família. _Dissolução, união estável, separação judicial, divórcio, imóvel, Programa Casa Verde e Amarela, título de propriedade, registro, mulher. _Alteração, Lei do FGTS, Conselho Curador do Fundo de Garantia do Tempo de Serviço (CCFGTS). _Alteração, lei federal, Cadastro Nacional de Mutuários (CADMUT), Sistema Financeiro de Habitação (SFH). _Alteração, lei federal, Fundo de Desenvolvimento Social (FDS). _Alteração, Lei do Sistema Nacional de Habitação de Interesse Social, competência, Ministério do Desenvolvimento Regional. _Alteração, Lei do Programa Minha Casa, Minha Vida. _Alteração, lei federal, Regularização fundiária urbana (Reurb). _Revogação, lei federal, Cartão Reforma.","Cidades e Desenvolvimento Urbano, Direitos Humanos e Minorias, Estrutura Fundiária",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2260971,2260971,2260971-30,NA,1
Fora do tema,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.","Votação do DTQ 1: PT: Destaque, com vistas à rejeição, do inciso I do artigo 20-A da Lei 8.668/1992 e, por decorrência, dos §§ 1º e 2º desse mesmo artigo, nas redações dadas pelo artigo 3º do Substitutivo oferecido ao PL 5.191/2020 (art. 161, I)",Mantido o texto. Sim: 295;  não: 115; abstenção: 1; total: 411.,2020-12-22T15:10:30,18/11/2020,Arnaldo Jardim - CIDADANIA/SP,"Criação, Fundo de Investimento para o Setor Agropecuário (FIAGRO), financiamento privado, agronegócio, aplicação financeira, título do agronegócio, carteira de investimentos, imóvel rural, regulação, Comissão de Valores Mobiliários (CVM).  _Critério, tributação, Fundo de Investimento para o Setor Agropecuário (FIAGRO), Imposto de Renda Retido na Fonte (IRRF). _Benefício fiscal, isenção tributária, Imposto sobre Operações de Crédito, Câmbio e Seguro ou Relativas a Títulos ou Valores Mobiliários (IOF), Imposto sobre a Renda e Proventos de Qualquer Natureza (IR). _Alteração, Legislação Tributária Federal, critério, isenção tributária.","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2265295-74,NA,1
Fora do tema,PL 5191/2020,"Instituí os Fundos de Investimento para o Setor Agropecuário - FIAGRO

NOVA EMENTA: Altera a Lei nº 8.668, de 25 de junho de 1993, para instituir os Fundos de Investimento nas Cadeias Produtivas Agroindustriais (Fiagro), e a Lei nº 11.033, de 21 de dezembro de 2004; e dá outras providências.","Votação do DTQ 3: PT: destaque, com vistas à supressão, do §5º do artigo 16-A da Lei 8.668/1992, na redação dada pelo artigo 3º do Substitutivo oferecido ao PL 5.191/2020. (art. 161, V)",Rejeitado o Destaque. Sim: 105; não: 319; total: 424.,2020-12-22T14:38:44,18/11/2020,Arnaldo Jardim - CIDADANIA/SP,"Criação, Fundo de Investimento para o Setor Agropecuário (FIAGRO), financiamento privado, agronegócio, aplicação financeira, título do agronegócio, carteira de investimentos, imóvel rural, regulação, Comissão de Valores Mobiliários (CVM).  _Critério, tributação, Fundo de Investimento para o Setor Agropecuário (FIAGRO), Imposto de Renda Retido na Fonte (IRRF). _Benefício fiscal, isenção tributária, Imposto sobre Operações de Crédito, Câmbio e Seguro ou Relativas a Títulos ou Valores Mobiliários (IOF), Imposto sobre a Renda e Proventos de Qualquer Natureza (IR). _Alteração, Legislação Tributária Federal, critério, isenção tributária.","Agricultura, Pecuária, Pesca e Extrativismo, Economia, Finanças Públicas e Orçamento",https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2265295,2265295,2265295-72,NA,1
